Constituent,Julian_day,Depth,Elevation,Seg_29 ,Elevation,Seg_15 ,Elevation
Tracer                                ,420.5,12.724,77.735,0,77.735,0,
Tracer                                ,420.5,13.334,77.125,0,77.125,0,
Tracer                                ,420.5,13.944,76.515,0,76.515,0,
Tracer                                ,420.5,14.554,75.905,0,75.905,0,
Tracer                                ,420.5,15.164,75.295,0,75.295,0,
Tracer                                ,420.5,15.774,74.685,0,74.685,0,
Tracer                                ,420.5,16.384,74.075,0,74.075,0,
Tracer                                ,420.5,16.994,73.465,0,73.465,0,
Tracer                                ,420.5,17.604,72.855,0,72.855,0,
Tracer                                ,420.5,18.214,72.245,0,72.245,0,
Tracer                                ,420.5,18.824,71.635,0,71.635,0,
Tracer                                ,420.5,19.434,71.025,0,71.025,0,
Tracer                                ,420.5,20.044,70.415,0,70.415,0,
Tracer                                ,420.5,20.654,69.805,0,69.805,-99,
Tracer                                ,420.5,21.264,69.195,0,69.195,-99,
Tracer                                ,420.5,21.874,68.585,0,68.585,-99,
Tracer                                ,420.5,22.484,67.975,0,67.975,-99,
Tracer                                ,420.5,23.094,67.365,0,67.365,-99,
Tracer                                ,420.5,23.704,66.755,0,66.755,-99,
Tracer                                ,420.5,24.314,66.145,0,66.145,-99,
Tracer                                ,420.5,24.924,65.535,0,65.535,-99,
Tracer                                ,420.5,25.534,64.925,0,64.925,-99,
Tracer                                ,420.5,26.144,64.315,0,64.315,-99,
Tracer                                ,420.5,26.754,63.705,0,63.705,-99,
Tracer                                ,420.5,27.364,63.095,0,63.095,-99,
Tracer                                ,420.5,27.974,62.485,0,62.485,-99,
Tracer                                ,420.5,28.584,61.875,0,61.875,-99,
Tracer                                ,420.5,29.194,61.265,-99,61.265,-99,
Tracer                                ,420.5,29.804,60.655,-99,60.655,-99,
Tracer                                ,420.5,30.414,60.045,-99,60.045,-99,
Tracer                                ,420.5,31.024,59.435,-99,59.435,-99,
Tracer                                ,420.5,31.634,58.825,-99,58.825,-99,
Tracer                                ,420.5,32.244,58.215,-99,58.215,-99,
Tracer                                ,420.5,32.854,57.605,-99,57.605,-99,
Conductivity                          ,420.5,0.415,90.045,53.134,90.044,58.248,
Conductivity                          ,420.5,1.134,89.325,53.134,89.325,58.247,
Conductivity                          ,420.5,1.744,88.715,53.134,88.715,58.213,
Conductivity                          ,420.5,2.354,88.105,53.134,88.105,57.333,
Conductivity                          ,420.5,2.964,87.495,53.133,87.495,57.122,
Conductivity                          ,420.5,3.574,86.885,53.134,86.885,57.11,
Conductivity                          ,420.5,4.184,86.275,53.135,86.275,57.108,
Conductivity                          ,420.5,4.794,85.665,53.135,85.665,57.102,
Conductivity                          ,420.5,5.404,85.055,53.139,85.055,57.087,
Conductivity                          ,420.5,6.014,84.445,53.159,84.445,57.044,
Conductivity                          ,420.5,6.624,83.835,53.218,83.835,56.976,
Conductivity                          ,420.5,7.234,83.225,53.337,83.225,56.869,
Conductivity                          ,420.5,7.844,82.615,53.481,82.615,56.726,
Conductivity                          ,420.5,8.454,82.005,53.59,82.005,56.557,
Conductivity                          ,420.5,9.064,81.395,53.625,81.395,56.365,
Conductivity                          ,420.5,9.674,80.785,53.628,80.785,56.17,
Conductivity                          ,420.5,10.284,80.175,53.641,80.175,55.985,
Conductivity                          ,420.5,10.894,79.565,53.666,79.565,55.817,
Conductivity                          ,420.5,11.504,78.955,53.695,78.955,55.65,
Conductivity                          ,420.5,12.114,78.345,53.73,78.345,55.478,
Conductivity                          ,420.5,12.724,77.735,53.77,77.735,55.311,
Conductivity                          ,420.5,13.334,77.125,53.81,77.125,55.163,
Conductivity                          ,420.5,13.944,76.515,53.85,76.515,55.061,
Conductivity                          ,420.5,14.554,75.905,53.894,75.905,55.019,
Conductivity                          ,420.5,15.164,75.295,53.945,75.295,55.008,
Conductivity                          ,420.5,15.774,74.685,54.003,74.685,55.05,
Conductivity                          ,420.5,16.384,74.075,54.067,74.075,55.135,
Conductivity                          ,420.5,16.994,73.465,54.137,73.465,55.308,
Conductivity                          ,420.5,17.604,72.855,54.211,72.855,55.642,
Conductivity                          ,420.5,18.214,72.245,54.286,72.245,55.999,
Conductivity                          ,420.5,18.824,71.635,54.356,71.635,56.394,
Conductivity                          ,420.5,19.434,71.025,54.412,71.025,56.709,
Conductivity                          ,420.5,20.044,70.415,54.452,70.415,56.969,
Conductivity                          ,420.5,20.654,69.805,54.483,69.805,-99,
Conductivity                          ,420.5,21.264,69.195,54.508,69.195,-99,
Conductivity                          ,420.5,21.874,68.585,54.528,68.585,-99,
Conductivity                          ,420.5,22.484,67.975,54.546,67.975,-99,
Conductivity                          ,420.5,23.094,67.365,54.562,67.365,-99,
Conductivity                          ,420.5,23.704,66.755,54.578,66.755,-99,
Conductivity                          ,420.5,24.314,66.145,54.591,66.145,-99,
Conductivity                          ,420.5,24.924,65.535,54.613,65.535,-99,
Conductivity                          ,420.5,25.534,64.925,54.628,64.925,-99,
Conductivity                          ,420.5,26.144,64.315,54.633,64.315,-99,
Conductivity                          ,420.5,26.754,63.705,54.634,63.705,-99,
Conductivity                          ,420.5,27.364,63.095,54.635,63.095,-99,
Conductivity                          ,420.5,27.974,62.485,54.635,62.485,-99,
Conductivity                          ,420.5,28.584,61.875,54.635,61.875,-99,
Conductivity                          ,420.5,29.194,61.265,-99,61.265,-99,
Conductivity                          ,420.5,29.804,60.655,-99,60.655,-99,
Conductivity                          ,420.5,30.414,60.045,-99,60.045,-99,
Conductivity                          ,420.5,31.024,59.435,-99,59.435,-99,
Conductivity                          ,420.5,31.634,58.825,-99,58.825,-99,
Conductivity                          ,420.5,32.244,58.215,-99,58.215,-99,
Conductivity                          ,420.5,32.854,57.605,-99,57.605,-99,
Chloride                              ,420.5,0.415,90.045,2.303,90.044,2.462,
Chloride                              ,420.5,1.134,89.325,2.303,89.325,2.462,
Chloride                              ,420.5,1.744,88.715,2.303,88.715,2.462,
Chloride                              ,420.5,2.354,88.105,2.303,88.105,2.462,
Chloride                              ,420.5,2.964,87.495,2.303,87.495,2.462,
Chloride                              ,420.5,3.574,86.885,2.303,86.885,2.462,
Chloride                              ,420.5,4.184,86.275,2.303,86.275,2.463,
Chloride                              ,420.5,4.794,85.665,2.303,85.665,2.463,
Chloride                              ,420.5,5.404,85.055,2.303,85.055,2.463,
Chloride                              ,420.5,6.014,84.445,2.303,84.445,2.463,
Chloride                              ,420.5,6.624,83.835,2.303,83.835,2.462,
Chloride                              ,420.5,7.234,83.225,2.304,83.225,2.462,
Chloride                              ,420.5,7.844,82.615,2.305,82.615,2.462,
Chloride                              ,420.5,8.454,82.005,2.305,82.005,2.462,
Chloride                              ,420.5,9.064,81.395,2.306,81.395,2.461,
Chloride                              ,420.5,9.674,80.785,2.306,80.785,2.461,
Chloride                              ,420.5,10.284,80.175,2.306,80.175,2.46,
Chloride                              ,420.5,10.894,79.565,2.306,79.565,2.46,
Chloride                              ,420.5,11.504,78.955,2.306,78.955,2.46,
Chloride                              ,420.5,12.114,78.345,2.307,78.345,2.459,
Chloride                              ,420.5,12.724,77.735,2.307,77.735,2.459,
Chloride                              ,420.5,13.334,77.125,2.307,77.125,2.459,
Chloride                              ,420.5,13.944,76.515,2.307,76.515,2.459,
Chloride                              ,420.5,14.554,75.905,2.308,75.905,2.459,
Chloride                              ,420.5,15.164,75.295,2.308,75.295,2.459,
Chloride                              ,420.5,15.774,74.685,2.308,74.685,2.459,
Chloride                              ,420.5,16.384,74.075,2.309,74.075,2.46,
Chloride                              ,420.5,16.994,73.465,2.309,73.465,2.46,
Chloride                              ,420.5,17.604,72.855,2.31,72.855,2.462,
Chloride                              ,420.5,18.214,72.245,2.31,72.245,2.463,
Chloride                              ,420.5,18.824,71.635,2.31,71.635,2.465,
Chloride                              ,420.5,19.434,71.025,2.311,71.025,2.466,
Chloride                              ,420.5,20.044,70.415,2.311,70.415,2.467,
Chloride                              ,420.5,20.654,69.805,2.311,69.805,-99,
Chloride                              ,420.5,21.264,69.195,2.311,69.195,-99,
Chloride                              ,420.5,21.874,68.585,2.312,68.585,-99,
Chloride                              ,420.5,22.484,67.975,2.312,67.975,-99,
Chloride                              ,420.5,23.094,67.365,2.312,67.365,-99,
Chloride                              ,420.5,23.704,66.755,2.312,66.755,-99,
Chloride                              ,420.5,24.314,66.145,2.312,66.145,-99,
Chloride                              ,420.5,24.924,65.535,2.312,65.535,-99,
Chloride                              ,420.5,25.534,64.925,2.312,64.925,-99,
Chloride                              ,420.5,26.144,64.315,2.312,64.315,-99,
Chloride                              ,420.5,26.754,63.705,2.312,63.705,-99,
Chloride                              ,420.5,27.364,63.095,2.312,63.095,-99,
Chloride                              ,420.5,27.974,62.485,2.312,62.485,-99,
Chloride                              ,420.5,28.584,61.875,2.312,61.875,-99,
Chloride                              ,420.5,29.194,61.265,-99,61.265,-99,
Chloride                              ,420.5,29.804,60.655,-99,60.655,-99,
Chloride                              ,420.5,30.414,60.045,-99,60.045,-99,
Chloride                              ,420.5,31.024,59.435,-99,59.435,-99,
Chloride                              ,420.5,31.634,58.825,-99,58.825,-99,
Chloride                              ,420.5,32.244,58.215,-99,58.215,-99,
Chloride                              ,420.5,32.854,57.605,-99,57.605,-99,
ISS                                   ,420.5,0.415,90.045,4.788,90.044,8.202,
ISS                                   ,420.5,1.134,89.325,4.788,89.325,8.281,
ISS                                   ,420.5,1.744,88.715,4.8,88.715,8.318,
ISS                                   ,420.5,2.354,88.105,4.826,88.105,7.936,
ISS                                   ,420.5,2.964,87.495,5.386,87.495,7.558,
ISS                                   ,420.5,3.574,86.885,6.011,86.885,7.548,
ISS                                   ,420.5,4.184,86.275,6.177,86.275,7.578,
ISS                                   ,420.5,4.794,85.665,6.177,85.665,7.63,
ISS                                   ,420.5,5.404,85.055,6.183,85.055,7.722,
ISS                                   ,420.5,6.014,84.445,6.21,84.445,7.92,
ISS                                   ,420.5,6.624,83.835,6.317,83.835,8.321,
ISS                                   ,420.5,7.234,83.225,6.538,83.225,9.01,
ISS                                   ,420.5,7.844,82.615,6.835,82.615,9.93,
ISS                                   ,420.5,8.454,82.005,7.098,82.005,10.9,
ISS                                   ,420.5,9.064,81.395,7.233,81.395,11.824,
ISS                                   ,420.5,9.674,80.785,7.28,80.785,12.665,
ISS                                   ,420.5,10.284,80.175,7.315,80.175,13.415,
ISS                                   ,420.5,10.894,79.565,7.35,79.565,14.089,
ISS                                   ,420.5,11.504,78.955,7.356,78.955,14.74,
ISS                                   ,420.5,12.114,78.345,7.334,78.345,15.404,
ISS                                   ,420.5,12.724,77.735,7.281,77.735,16.063,
ISS                                   ,420.5,13.334,77.125,7.215,77.125,16.697,
ISS                                   ,420.5,13.944,76.515,7.158,76.515,17.275,
ISS                                   ,420.5,14.554,75.905,7.123,75.905,17.728,
ISS                                   ,420.5,15.164,75.295,7.115,75.295,18.087,
ISS                                   ,420.5,15.774,74.685,7.122,74.685,18.273,
ISS                                   ,420.5,16.384,74.075,7.151,74.075,18.371,
ISS                                   ,420.5,16.994,73.465,7.202,73.465,18.271,
ISS                                   ,420.5,17.604,72.855,7.265,72.855,17.716,
ISS                                   ,420.5,18.214,72.245,7.333,72.245,16.819,
ISS                                   ,420.5,18.824,71.635,7.4,71.635,15.672,
ISS                                   ,420.5,19.434,71.025,7.458,71.025,14.626,
ISS                                   ,420.5,20.044,70.415,7.501,70.415,13.684,
ISS                                   ,420.5,20.654,69.805,7.528,69.805,-99,
ISS                                   ,420.5,21.264,69.195,7.544,69.195,-99,
ISS                                   ,420.5,21.874,68.585,7.552,68.585,-99,
ISS                                   ,420.5,22.484,67.975,7.557,67.975,-99,
ISS                                   ,420.5,23.094,67.365,7.561,67.365,-99,
ISS                                   ,420.5,23.704,66.755,7.561,66.755,-99,
ISS                                   ,420.5,24.314,66.145,7.565,66.145,-99,
ISS                                   ,420.5,24.924,65.535,7.549,65.535,-99,
ISS                                   ,420.5,25.534,64.925,7.53,64.925,-99,
ISS                                   ,420.5,26.144,64.315,7.521,64.315,-99,
ISS                                   ,420.5,26.754,63.705,7.519,63.705,-99,
ISS                                   ,420.5,27.364,63.095,7.519,63.095,-99,
ISS                                   ,420.5,27.974,62.485,7.519,62.485,-99,
ISS                                   ,420.5,28.584,61.875,7.519,61.875,-99,
ISS                                   ,420.5,29.194,61.265,-99,61.265,-99,
ISS                                   ,420.5,29.804,60.655,-99,60.655,-99,
ISS                                   ,420.5,30.414,60.045,-99,60.045,-99,
ISS                                   ,420.5,31.024,59.435,-99,59.435,-99,
ISS                                   ,420.5,31.634,58.825,-99,58.825,-99,
ISS                                   ,420.5,32.244,58.215,-99,58.215,-99,
ISS                                   ,420.5,32.854,57.605,-99,57.605,-99,
Age                                   ,420.5,0.415,90.045,66.024,90.044,64.487,
Age                                   ,420.5,1.134,89.325,66.024,89.325,64.497,
Age                                   ,420.5,1.744,88.715,66.025,88.715,64.494,
Age                                   ,420.5,2.354,88.105,66.03,88.105,65.105,
Age                                   ,420.5,2.964,87.495,66.193,87.495,67.533,
Age                                   ,420.5,3.574,86.885,66.298,86.885,67.727,
Age                                   ,420.5,4.184,86.275,66.308,86.275,68.142,
Age                                   ,420.5,4.794,85.665,66.308,85.665,68.357,
Age                                   ,420.5,5.404,85.055,66.415,85.055,68.333,
Age                                   ,420.5,6.014,84.445,66.901,84.445,68.16,
Age                                   ,420.5,6.624,83.835,68.305,83.835,67.906,
Age                                   ,420.5,7.234,83.225,71.094,83.225,67.841,
Age                                   ,420.5,7.844,82.615,74.435,82.615,67.405,
Age                                   ,420.5,8.454,82.005,76.896,82.005,66.456,
Age                                   ,420.5,9.064,81.395,77.628,81.395,65.252,
Age                                   ,420.5,9.674,80.785,77.668,80.785,63.988,
Age                                   ,420.5,10.284,80.175,77.998,80.175,62.787,
Age                                   ,420.5,10.894,79.565,78.556,79.565,61.688,
Age                                   ,420.5,11.504,78.955,79.127,78.955,60.496,
Age                                   ,420.5,12.114,78.345,79.758,78.345,59.186,
Age                                   ,420.5,12.724,77.735,80.424,77.735,57.945,
Age                                   ,420.5,13.334,77.125,81.076,77.125,57.019,
Age                                   ,420.5,13.944,76.515,81.742,76.515,56.699,
Age                                   ,420.5,14.554,75.905,82.47,75.905,56.82,
Age                                   ,420.5,15.164,75.295,83.301,75.295,57.286,
Age                                   ,420.5,15.774,74.685,84.245,74.685,58.468,
Age                                   ,420.5,16.384,74.075,85.287,74.075,59.947,
Age                                   ,420.5,16.994,73.465,86.408,73.465,62.329,
Age                                   ,420.5,17.604,72.855,87.584,72.855,66.574,
Age                                   ,420.5,18.214,72.245,88.765,72.245,70.79,
Age                                   ,420.5,18.824,71.635,89.858,71.635,75.362,
Age                                   ,420.5,19.434,71.025,90.714,71.025,78.991,
Age                                   ,420.5,20.044,70.415,91.328,70.415,81.958,
Age                                   ,420.5,20.654,69.805,91.791,69.805,-99,
Age                                   ,420.5,21.264,69.195,92.167,69.195,-99,
Age                                   ,420.5,21.874,68.585,92.48,68.585,-99,
Age                                   ,420.5,22.484,67.975,92.748,67.975,-99,
Age                                   ,420.5,23.094,67.365,92.993,67.365,-99,
Age                                   ,420.5,23.704,66.755,93.233,66.755,-99,
Age                                   ,420.5,24.314,66.145,93.431,66.145,-99,
Age                                   ,420.5,24.924,65.535,93.758,65.535,-99,
Age                                   ,420.5,25.534,64.925,93.97,64.925,-99,
Age                                   ,420.5,26.144,64.315,94.045,64.315,-99,
Age                                   ,420.5,26.754,63.705,94.065,63.705,-99,
Age                                   ,420.5,27.364,63.095,94.072,63.095,-99,
Age                                   ,420.5,27.974,62.485,94.072,62.485,-99,
Age                                   ,420.5,28.584,61.875,94.072,61.875,-99,
Age                                   ,420.5,29.194,61.265,-99,61.265,-99,
Age                                   ,420.5,29.804,60.655,-99,60.655,-99,
Age                                   ,420.5,30.414,60.045,-99,60.045,-99,
Age                                   ,420.5,31.024,59.435,-99,59.435,-99,
Age                                   ,420.5,31.634,58.825,-99,58.825,-99,
Age                                   ,420.5,32.244,58.215,-99,58.215,-99,
Age                                   ,420.5,32.854,57.605,-99,57.605,-99,
Bacteria                              ,420.5,0.415,90.045,0,90.044,0,
Bacteria                              ,420.5,1.134,89.325,0,89.325,0,
Bacteria                              ,420.5,1.744,88.715,0,88.715,0,
Bacteria                              ,420.5,2.354,88.105,0,88.105,0,
Bacteria                              ,420.5,2.964,87.495,0,87.495,0,
Bacteria                              ,420.5,3.574,86.885,0,86.885,0,
Bacteria                              ,420.5,4.184,86.275,0,86.275,0,
Bacteria                              ,420.5,4.794,85.665,0,85.665,0,
Bacteria                              ,420.5,5.404,85.055,0,85.055,0,
Bacteria                              ,420.5,6.014,84.445,0,84.445,0,
Bacteria                              ,420.5,6.624,83.835,0,83.835,0,
Bacteria                              ,420.5,7.234,83.225,0,83.225,0,
Bacteria                              ,420.5,7.844,82.615,0,82.615,0,
Bacteria                              ,420.5,8.454,82.005,0,82.005,0,
Bacteria                              ,420.5,9.064,81.395,0,81.395,0,
Bacteria                              ,420.5,9.674,80.785,0,80.785,0,
Bacteria                              ,420.5,10.284,80.175,0,80.175,0,
Bacteria                              ,420.5,10.894,79.565,0,79.565,0,
Bacteria                              ,420.5,11.504,78.955,0,78.955,0,
Bacteria                              ,420.5,12.114,78.345,0,78.345,0,
Bacteria                              ,420.5,12.724,77.735,0,77.735,0,
Bacteria                              ,420.5,13.334,77.125,0,77.125,0,
Bacteria                              ,420.5,13.944,76.515,0,76.515,0,
Bacteria                              ,420.5,14.554,75.905,0,75.905,0,
Bacteria                              ,420.5,15.164,75.295,0,75.295,0,
Bacteria                              ,420.5,15.774,74.685,0,74.685,0,
Bacteria                              ,420.5,16.384,74.075,0,74.075,0,
Bacteria                              ,420.5,16.994,73.465,0,73.465,0,
Bacteria                              ,420.5,17.604,72.855,0,72.855,0,
Bacteria                              ,420.5,18.214,72.245,0,72.245,0,
Bacteria                              ,420.5,18.824,71.635,0,71.635,0,
Bacteria                              ,420.5,19.434,71.025,0,71.025,0,
Bacteria                              ,420.5,20.044,70.415,0,70.415,0,
Bacteria                              ,420.5,20.654,69.805,0,69.805,-99,
Bacteria                              ,420.5,21.264,69.195,0,69.195,-99,
Bacteria                              ,420.5,21.874,68.585,0,68.585,-99,
Bacteria                              ,420.5,22.484,67.975,0,67.975,-99,
Bacteria                              ,420.5,23.094,67.365,0,67.365,-99,
Bacteria                              ,420.5,23.704,66.755,0,66.755,-99,
Bacteria                              ,420.5,24.314,66.145,0,66.145,-99,
Bacteria                              ,420.5,24.924,65.535,0,65.535,-99,
Bacteria                              ,420.5,25.534,64.925,0,64.925,-99,
Bacteria                              ,420.5,26.144,64.315,0,64.315,-99,
Bacteria                              ,420.5,26.754,63.705,0,63.705,-99,
Bacteria                              ,420.5,27.364,63.095,0,63.095,-99,
Bacteria                              ,420.5,27.974,62.485,0,62.485,-99,
Bacteria                              ,420.5,28.584,61.875,0,61.875,-99,
Bacteria                              ,420.5,29.194,61.265,-99,61.265,-99,
Bacteria                              ,420.5,29.804,60.655,-99,60.655,-99,
Bacteria                              ,420.5,30.414,60.045,-99,60.045,-99,
Bacteria                              ,420.5,31.024,59.435,-99,59.435,-99,
Bacteria                              ,420.5,31.634,58.825,-99,58.825,-99,
Bacteria                              ,420.5,32.244,58.215,-99,58.215,-99,
Bacteria                              ,420.5,32.854,57.605,-99,57.605,-99,
H2S                                   ,420.5,0.415,90.045,0,90.044,0,
H2S                                   ,420.5,1.134,89.325,0,89.325,0,
H2S                                   ,420.5,1.744,88.715,0,88.715,0,
H2S                                   ,420.5,2.354,88.105,0,88.105,0,
H2S                                   ,420.5,2.964,87.495,0,87.495,0,
H2S                                   ,420.5,3.574,86.885,0,86.885,0,
H2S                                   ,420.5,4.184,86.275,0,86.275,0,
H2S                                   ,420.5,4.794,85.665,0,85.665,0,
H2S                                   ,420.5,5.404,85.055,0,85.055,0,
H2S                                   ,420.5,6.014,84.445,0,84.445,0,
H2S                                   ,420.5,6.624,83.835,0,83.835,0,
H2S                                   ,420.5,7.234,83.225,0,83.225,0,
H2S                                   ,420.5,7.844,82.615,0,82.615,0,
H2S                                   ,420.5,8.454,82.005,0,82.005,0,
H2S                                   ,420.5,9.064,81.395,0,81.395,0,
H2S                                   ,420.5,9.674,80.785,0,80.785,0,
H2S                                   ,420.5,10.284,80.175,0,80.175,0,
H2S                                   ,420.5,10.894,79.565,0,79.565,0,
H2S                                   ,420.5,11.504,78.955,0,78.955,0,
H2S                                   ,420.5,12.114,78.345,0,78.345,0,
H2S                                   ,420.5,12.724,77.735,0,77.735,0,
H2S                                   ,420.5,13.334,77.125,0,77.125,0,
H2S                                   ,420.5,13.944,76.515,0,76.515,0,
H2S                                   ,420.5,14.554,75.905,0,75.905,0,
H2S                                   ,420.5,15.164,75.295,0,75.295,0,
H2S                                   ,420.5,15.774,74.685,0,74.685,0,
H2S                                   ,420.5,16.384,74.075,0,74.075,0,
H2S                                   ,420.5,16.994,73.465,0,73.465,0,
H2S                                   ,420.5,17.604,72.855,0,72.855,0,
H2S                                   ,420.5,18.214,72.245,0,72.245,0,
H2S                                   ,420.5,18.824,71.635,0,71.635,0,
H2S                                   ,420.5,19.434,71.025,0,71.025,0,
H2S                                   ,420.5,20.044,70.415,0,70.415,0,
H2S                                   ,420.5,20.654,69.805,0,69.805,-99,
H2S                                   ,420.5,21.264,69.195,0,69.195,-99,
H2S                                   ,420.5,21.874,68.585,0,68.585,-99,
H2S                                   ,420.5,22.484,67.975,0,67.975,-99,
H2S                                   ,420.5,23.094,67.365,0,67.365,-99,
H2S                                   ,420.5,23.704,66.755,0,66.755,-99,
H2S                                   ,420.5,24.314,66.145,0,66.145,-99,
H2S                                   ,420.5,24.924,65.535,0,65.535,-99,
H2S                                   ,420.5,25.534,64.925,0,64.925,-99,
H2S                                   ,420.5,26.144,64.315,0,64.315,-99,
H2S                                   ,420.5,26.754,63.705,0,63.705,-99,
H2S                                   ,420.5,27.364,63.095,0,63.095,-99,
H2S                                   ,420.5,27.974,62.485,0,62.485,-99,
H2S                                   ,420.5,28.584,61.875,0,61.875,-99,
H2S                                   ,420.5,29.194,61.265,-99,61.265,-99,
H2S                                   ,420.5,29.804,60.655,-99,60.655,-99,
H2S                                   ,420.5,30.414,60.045,-99,60.045,-99,
H2S                                   ,420.5,31.024,59.435,-99,59.435,-99,
H2S                                   ,420.5,31.634,58.825,-99,58.825,-99,
H2S                                   ,420.5,32.244,58.215,-99,58.215,-99,
H2S                                   ,420.5,32.854,57.605,-99,57.605,-99,
CH4_dissolved_gas                     ,420.5,0.415,90.045,0,90.044,0,
CH4_dissolved_gas                     ,420.5,1.134,89.325,0,89.325,0,
CH4_dissolved_gas                     ,420.5,1.744,88.715,0,88.715,0,
CH4_dissolved_gas                     ,420.5,2.354,88.105,0,88.105,0,
CH4_dissolved_gas                     ,420.5,2.964,87.495,0,87.495,0,
CH4_dissolved_gas                     ,420.5,3.574,86.885,0,86.885,0,
CH4_dissolved_gas                     ,420.5,4.184,86.275,0,86.275,0,
CH4_dissolved_gas                     ,420.5,4.794,85.665,0,85.665,0,
CH4_dissolved_gas                     ,420.5,5.404,85.055,0,85.055,0,
CH4_dissolved_gas                     ,420.5,6.014,84.445,0,84.445,0,
CH4_dissolved_gas                     ,420.5,6.624,83.835,0,83.835,0,
CH4_dissolved_gas                     ,420.5,7.234,83.225,0,83.225,0,
CH4_dissolved_gas                     ,420.5,7.844,82.615,0,82.615,0,
CH4_dissolved_gas                     ,420.5,8.454,82.005,0,82.005,0,
CH4_dissolved_gas                     ,420.5,9.064,81.395,0,81.395,0,
CH4_dissolved_gas                     ,420.5,9.674,80.785,0,80.785,0,
CH4_dissolved_gas                     ,420.5,10.284,80.175,0,80.175,0,
CH4_dissolved_gas                     ,420.5,10.894,79.565,0,79.565,0,
CH4_dissolved_gas                     ,420.5,11.504,78.955,0,78.955,0,
CH4_dissolved_gas                     ,420.5,12.114,78.345,0,78.345,0,
CH4_dissolved_gas                     ,420.5,12.724,77.735,0,77.735,0,
CH4_dissolved_gas                     ,420.5,13.334,77.125,0,77.125,0,
CH4_dissolved_gas                     ,420.5,13.944,76.515,0,76.515,0,
CH4_dissolved_gas                     ,420.5,14.554,75.905,0,75.905,0,
CH4_dissolved_gas                     ,420.5,15.164,75.295,0,75.295,0,
CH4_dissolved_gas                     ,420.5,15.774,74.685,0,74.685,0,
CH4_dissolved_gas                     ,420.5,16.384,74.075,0,74.075,0,
CH4_dissolved_gas                     ,420.5,16.994,73.465,0,73.465,0,
CH4_dissolved_gas                     ,420.5,17.604,72.855,0,72.855,0,
CH4_dissolved_gas                     ,420.5,18.214,72.245,0,72.245,0,
CH4_dissolved_gas                     ,420.5,18.824,71.635,0,71.635,0,
CH4_dissolved_gas                     ,420.5,19.434,71.025,0,71.025,0,
CH4_dissolved_gas                     ,420.5,20.044,70.415,0,70.415,0,
CH4_dissolved_gas                     ,420.5,20.654,69.805,0,69.805,-99,
CH4_dissolved_gas                     ,420.5,21.264,69.195,0,69.195,-99,
CH4_dissolved_gas                     ,420.5,21.874,68.585,0,68.585,-99,
CH4_dissolved_gas                     ,420.5,22.484,67.975,0,67.975,-99,
CH4_dissolved_gas                     ,420.5,23.094,67.365,0,67.365,-99,
CH4_dissolved_gas                     ,420.5,23.704,66.755,0,66.755,-99,
CH4_dissolved_gas                     ,420.5,24.314,66.145,0,66.145,-99,
CH4_dissolved_gas                     ,420.5,24.924,65.535,0,65.535,-99,
CH4_dissolved_gas                     ,420.5,25.534,64.925,0,64.925,-99,
CH4_dissolved_gas                     ,420.5,26.144,64.315,0,64.315,-99,
CH4_dissolved_gas                     ,420.5,26.754,63.705,0,63.705,-99,
CH4_dissolved_gas                     ,420.5,27.364,63.095,0,63.095,-99,
CH4_dissolved_gas                     ,420.5,27.974,62.485,0,62.485,-99,
CH4_dissolved_gas                     ,420.5,28.584,61.875,0,61.875,-99,
CH4_dissolved_gas                     ,420.5,29.194,61.265,-99,61.265,-99,
CH4_dissolved_gas                     ,420.5,29.804,60.655,-99,60.655,-99,
CH4_dissolved_gas                     ,420.5,30.414,60.045,-99,60.045,-99,
CH4_dissolved_gas                     ,420.5,31.024,59.435,-99,59.435,-99,
CH4_dissolved_gas                     ,420.5,31.634,58.825,-99,58.825,-99,
CH4_dissolved_gas                     ,420.5,32.244,58.215,-99,58.215,-99,
CH4_dissolved_gas                     ,420.5,32.854,57.605,-99,57.605,-99,
SO4_dissolved                         ,420.5,0.415,90.045,2.111,90.044,2.257,
SO4_dissolved                         ,420.5,1.134,89.325,2.111,89.325,2.257,
SO4_dissolved                         ,420.5,1.744,88.715,2.111,88.715,2.257,
SO4_dissolved                         ,420.5,2.354,88.105,2.111,88.105,2.257,
SO4_dissolved                         ,420.5,2.964,87.495,2.111,87.495,2.257,
SO4_dissolved                         ,420.5,3.574,86.885,2.111,86.885,2.257,
SO4_dissolved                         ,420.5,4.184,86.275,2.111,86.275,2.257,
SO4_dissolved                         ,420.5,4.794,85.665,2.111,85.665,2.258,
SO4_dissolved                         ,420.5,5.404,85.055,2.111,85.055,2.257,
SO4_dissolved                         ,420.5,6.014,84.445,2.111,84.445,2.257,
SO4_dissolved                         ,420.5,6.624,83.835,2.111,83.835,2.257,
SO4_dissolved                         ,420.5,7.234,83.225,2.112,83.225,2.257,
SO4_dissolved                         ,420.5,7.844,82.615,2.113,82.615,2.257,
SO4_dissolved                         ,420.5,8.454,82.005,2.113,82.005,2.257,
SO4_dissolved                         ,420.5,9.064,81.395,2.114,81.395,2.256,
SO4_dissolved                         ,420.5,9.674,80.785,2.114,80.785,2.256,
SO4_dissolved                         ,420.5,10.284,80.175,2.114,80.175,2.255,
SO4_dissolved                         ,420.5,10.894,79.565,2.114,79.565,2.255,
SO4_dissolved                         ,420.5,11.504,78.955,2.114,78.955,2.255,
