Site,Date,JDAY,Depth_m,Lab_Parameter,Lab_Units,Value
Site1,9/28/2013 11:03,271.4604167,15,Dissolved Oxygen,%,1.52
Site1,9/28/2013 11:03,271.4604167,15,Dissolved Oxygen,mg/l,0.171
Site1,9/28/2013 11:03,271.4604167,15,Temperature,deg C,9.3765
Site1,9/28/2013 11:07,271.4631944,17,Chlorophyll a,ug/L,0.665
Site1,9/28/2013 11:07,271.4631944,17,Chlorophyll a,RFUs,0.19
Site1,9/28/2013 11:07,271.4631944,17,Dissolved Oxygen,mg/l,0.1425
Site1,9/28/2013 11:07,271.4631944,17,Dissolved Oxygen,%,1.33
Site1,9/28/2013 11:07,271.4631944,17,Temperature,deg C,9.1675
Site1,9/28/2013 11:11,271.4659722,17,Chlorophyll a,ug/L,0.38
Site1,9/28/2013 11:11,271.4659722,17,Chlorophyll a,RFUs,0.095
Site1,9/28/2013 11:11,271.4659722,17,Dissolved Oxygen,%,1.235
Site1,9/28/2013 11:11,271.4659722,17,Dissolved Oxygen,mg/l,0.152
Site1,9/28/2013 11:11,271.4659722,17,Temperature,deg C,9.1295
Site1,9/28/2013 11:13,271.4673611,15,Chlorophyll a,ug/L,0.475
Site1,9/28/2013 11:13,271.4673611,15,Chlorophyll a,RFUs,0.095
Site1,9/28/2013 11:13,271.4673611,15,Dissolved Oxygen,%,1.235
Site1,9/28/2013 11:13,271.4673611,15,Dissolved Oxygen,mg/l,0.133
Site1,9/28/2013 11:13,271.4673611,15,Temperature,deg C,9.3385
Site1,9/28/2013 11:17,271.4701389,13,Chlorophyll a,RFUs,0.285
Site1,9/28/2013 11:17,271.4701389,13,Chlorophyll a,ug/L,0.95
Site1,9/28/2013 11:17,271.4701389,13,Dissolved Oxygen,%,1.33
Site1,9/28/2013 11:17,271.4701389,13,Dissolved Oxygen,mg/l,0.1425
Site1,9/28/2013 11:17,271.4701389,13,Temperature,deg C,9.994
Site1,9/28/2013 11:21,271.4729167,11,Chlorophyll a,ug/L,1.425
Site1,9/28/2013 11:21,271.4729167,11,Chlorophyll a,RFUs,0.38
Site1,9/28/2013 11:21,271.4729167,11,Dissolved Oxygen,%,8.93
Site1,9/28/2013 11:21,271.4729167,11,Dissolved Oxygen,mg/l,0.8835
Site1,9/28/2013 11:21,271.4729167,11,Temperature,deg C,15.1145
Site1,9/28/2013 11:29,271.4784722,9,Chlorophyll a,ug/L,3.42
Site1,9/28/2013 11:29,271.4784722,9,Chlorophyll a,RFUs,0.95
Site2,9/28/2013 11:29,271.4784722,9,Chlorophyll a,ug/L,3.6936
Site2,9/28/2013 11:29,271.4784722,9,Chlorophyll a,RFUs,1.026
Site1,9/28/2013 11:29,271.4784722,9,Dissolved Oxygen,mg/l,8.1225
Site1,9/28/2013 11:29,271.4784722,9,Dissolved Oxygen,%,87.21
Site2,9/28/2013 11:29,271.4784722,9,Dissolved Oxygen,mg/l,8.7723
Site2,9/28/2013 11:29,271.4784722,9,Dissolved Oxygen,%,94.1868
Site1,9/28/2013 11:29,271.4784722,9,Temperature,deg C,17.955
Site2,9/28/2013 11:29,271.4784722,9,Temperature,deg C,19.3914
Site1,9/28/2013 11:33,271.48125,7,Chlorophyll a,ug/L,3.04
Site1,9/28/2013 11:33,271.48125,7,Chlorophyll a,RFUs,0.855
Site2,9/28/2013 11:33,271.48125,7,Chlorophyll a,ug/L,3.2832
Site2,9/28/2013 11:33,271.48125,7,Chlorophyll a,RFUs,0.9234
Site1,9/28/2013 11:33,271.48125,7,Dissolved Oxygen,%,89.395
Site1,9/28/2013 11:33,271.48125,7,Dissolved Oxygen,mg/l,8.303
Site2,9/28/2013 11:33,271.48125,7,Dissolved Oxygen,%,96.5466
Site2,9/28/2013 11:33,271.48125,7,Dissolved Oxygen,mg/l,8.9672
Site1,9/28/2013 11:33,271.48125,7,Temperature,deg C,17.9835
Site2,9/28/2013 11:33,271.48125,7,Temperature,deg C,19.4222
Site1,9/28/2013 11:37,271.4840278,5,Chlorophyll a,ug/L,3.04
Site1,9/28/2013 11:37,271.4840278,5,Chlorophyll a,RFUs,0.095
Site2,9/28/2013 11:37,271.4840278,5,Chlorophyll a,ug/L,3.2832
Site2,9/28/2013 11:37,271.4840278,5,Chlorophyll a,RFUs,0.1026
Site1,9/28/2013 11:37,271.4840278,5,Dissolved Oxygen,mg/l,8.3315
Site1,9/28/2013 11:37,271.4840278,5,Dissolved Oxygen,%,89.775
Site2,9/28/2013 11:37,271.4840278,5,Dissolved Oxygen,mg/l,8.998
Site2,9/28/2013 11:37,271.4840278,5,Dissolved Oxygen,%,96.957
Site1,9/28/2013 11:37,271.4840278,5,Temperature,deg C,18.031
Site2,9/28/2013 11:37,271.4840278,5,Temperature,deg C,19.4735
Site1,9/28/2013 11:41,271.4868056,4,Chlorophyll a,RFUs,0.855
Site1,9/28/2013 11:41,271.4868056,4,Chlorophyll a,ug/L,2.945
Site2,9/28/2013 11:41,271.4868056,4,Chlorophyll a,RFUs,0.9234
Site2,9/28/2013 11:41,271.4868056,4,Chlorophyll a,ug/L,3.1806
Site1,9/28/2013 11:41,271.4868056,4,Dissolved Oxygen,mg/l,8.4265
Site1,9/28/2013 11:41,271.4868056,4,Dissolved Oxygen,%,90.915
Site2,9/28/2013 11:41,271.4868056,4,Dissolved Oxygen,mg/l,9.1006
Site2,9/28/2013 11:41,271.4868056,4,Dissolved Oxygen,%,98.1882
Site1,9/28/2013 11:41,271.4868056,4,Temperature,deg C,18.0595
Site2,9/28/2013 11:41,271.4868056,4,Temperature,deg C,19.5043
Site1,9/28/2013 11:47,271.4909722,3,Chlorophyll a,ug/L,2.945
Site1,9/28/2013 11:47,271.4909722,3,Chlorophyll a,RFUs,0.855
Site2,9/28/2013 11:47,271.4909722,3,Chlorophyll a,ug/L,3.1806
Site2,9/28/2013 11:47,271.4909722,3,Chlorophyll a,RFUs,0.9234
Site1,9/28/2013 11:47,271.4909722,3,Dissolved Oxygen,%,93.385
Site1,9/28/2013 11:47,271.4909722,3,Dissolved Oxygen,mg/l,8.474
Site2,9/28/2013 11:47,271.4909722,3,Dissolved Oxygen,%,100.8558
Site2,9/28/2013 11:47,271.4909722,3,Dissolved Oxygen,mg/l,9.1519
Site1,9/28/2013 11:47,271.4909722,3,Temperature,deg C,18.0785
Site2,9/28/2013 11:47,271.4909722,3,Temperature,deg C,19.5248
Site1,9/28/2013 11:52,271.4944444,2,Chlorophyll a,ug/L,3.325
Site1,9/28/2013 11:52,271.4944444,2,Chlorophyll a,RFUs,0.95
Site2,9/28/2013 11:52,271.4944444,2,Chlorophyll a,ug/L,3.591
Site2,9/28/2013 11:52,271.4944444,2,Chlorophyll a,RFUs,1.026
Site1,9/28/2013 11:52,271.4944444,2,Dissolved Oxygen,mg/l,8.626
Site1,9/28/2013 11:52,271.4944444,2,Dissolved Oxygen,%,92.815
Site2,9/28/2013 11:52,271.4944444,2,Dissolved Oxygen,mg/l,9.3161
Site2,9/28/2013 11:52,271.4944444,2,Dissolved Oxygen,%,100.2402
Site1,9/28/2013 11:52,271.4944444,2,Temperature,deg C,18.1165
Site2,9/28/2013 11:52,271.4944444,2,Temperature,deg C,19.5658
Site1,9/28/2013 11:57,271.4979167,1,Chlorophyll a,ug/L,1.71
Site1,9/28/2013 11:57,271.4979167,1,Chlorophyll a,RFUs,0.475
Site2,9/28/2013 11:57,271.4979167,1,Chlorophyll a,ug/L,1.8468
Site2,9/28/2013 11:57,271.4979167,1,Chlorophyll a,RFUs,0.513
Site1,9/28/2013 11:57,271.4979167,1,Dissolved Oxygen,%,93.86
Site1,9/28/2013 11:57,271.4979167,1,Dissolved Oxygen,mg/l,8.6735
Site2,9/28/2013 11:57,271.4979167,1,Dissolved Oxygen,%,101.3688
Site2,9/28/2013 11:57,271.4979167,1,Dissolved Oxygen,mg/l,9.3674
Site1,9/28/2013 11:57,271.4979167,1,Temperature,deg C,18.335
Site2,9/28/2013 11:57,271.4979167,1,Temperature,deg C,19.8018
Site1,10/21/2013 8:51,294.36875,1,Chlorophyll a,ug/L,3.8
Site1,10/21/2013 8:51,294.36875,1,Chlorophyll a,RFUs,1.235
Site2,10/21/2013 8:51,294.36875,1,Chlorophyll a,ug/L,4.104
Site2,10/21/2013 8:51,294.36875,1,Chlorophyll a,RFUs,1.3338
Site1,10/21/2013 8:51,294.36875,1,Dissolved Oxygen,mg/l,8.873
Site1,10/21/2013 8:51,294.36875,1,Dissolved Oxygen,%,91.865
Site2,10/21/2013 8:51,294.36875,1,Dissolved Oxygen,mg/l,9.5828
Site2,10/21/2013 8:51,294.36875,1,Dissolved Oxygen,%,99.2142
Site1,10/21/2013 8:51,294.36875,1,Temperature,deg C,16.169
Site2,10/21/2013 8:51,294.36875,1,Temperature,deg C,17.4625
Site1,10/21/2013 8:56,294.3722222,3,Chlorophyll a,ug/L,3.8
Site1,10/21/2013 8:56,294.3722222,3,Chlorophyll a,RFUs,1.235
Site2,10/21/2013 8:56,294.3722222,3,Chlorophyll a,ug/L,4.104
Site2,10/21/2013 8:56,294.3722222,3,Chlorophyll a,RFUs,1.3338
Site1,10/21/2013 8:56,294.3722222,3,Dissolved Oxygen,%,91.96
Site1,10/21/2013 8:56,294.3722222,3,Dissolved Oxygen,mg/l,8.873
Site2,10/21/2013 8:56,294.3722222,3,Dissolved Oxygen,%,99.3168
Site2,10/21/2013 8:56,294.3722222,3,Dissolved Oxygen,mg/l,9.5828
Site1,10/21/2013 8:56,294.3722222,3,Temperature,deg C,16.1785
Site2,10/21/2013 8:56,294.3722222,3,Temperature,deg C,17.4728
Site1,10/21/2013 8:59,294.3743056,5,Chlorophyll a,ug/L,3.8
Site1,10/21/2013 8:59,294.3743056,5,Chlorophyll a,RFUs,1.14
Site2,10/21/2013 8:59,294.3743056,5,Chlorophyll a,ug/L,4.104
Site2,10/21/2013 8:59,294.3743056,5,Chlorophyll a,RFUs,1.2312
Site1,10/21/2013 8:59,294.3743056,5,Dissolved Oxygen,mg/l,8.854
Site1,10/21/2013 8:59,294.3743056,5,Dissolved Oxygen,%,91.675
Site2,10/21/2013 8:59,294.3743056,5,Dissolved Oxygen,mg/l,9.5623
Site2,10/21/2013 8:59,294.3743056,5,Dissolved Oxygen,%,99.009
Site1,10/21/2013 8:59,294.3743056,5,Temperature,deg C,16.169
Site2,10/21/2013 8:59,294.3743056,5,Temperature,deg C,17.4625
Site1,10/21/2013 9:03,294.3770833,7,Chlorophyll a,RFUs,0.95
Site1,10/21/2013 9:03,294.3770833,7,Chlorophyll a,ug/L,3.325
Site2,10/21/2013 9:03,294.3770833,7,Chlorophyll a,RFUs,1.026
Site2,10/21/2013 9:03,294.3770833,7,Chlorophyll a,ug/L,3.591
Site1,10/21/2013 9:03,294.3770833,7,Dissolved Oxygen,%,92.055
Site1,10/21/2013 9:03,294.3770833,7,Dissolved Oxygen,mg/l,8.9015
Site2,10/21/2013 9:03,294.3770833,7,Dissolved Oxygen,%,99.4194
Site2,10/21/2013 9:03,294.3770833,7,Dissolved Oxygen,mg/l,9.6136
Site1,10/21/2013 9:03,294.3770833,7,Temperature,deg C,16.15
Site2,10/21/2013 9:03,294.3770833,7,Temperature,deg C,17.442
Site1,10/21/2013 9:06,294.3791667,9,Chlorophyll a,ug/L,2.47
Site1,10/21/2013 9:06,294.3791667,9,Chlorophyll a,RFUs,0.665
Site1,10/21/2013 9:06,294.3791667,9,Dissolved Oxygen,mg/l,8.0465
Site1,10/21/2013 9:06,294.3791667,9,Dissolved Oxygen,%,82.84
Site1,10/21/2013 9:06,294.3791667,9,Temperature,deg C,15.9505
Site1,10/21/2013 9:11,294.3826389,11,Chlorophyll a,ug/L,0.855
Site1,10/21/2013 9:11,294.3826389,11,Chlorophyll a,RFUs,0.285
Site1,10/21/2013 9:11,294.3826389,11,Dissolved Oxygen,mg/l,0.3895
Site1,10/21/2013 9:11,294.3826389,11,Dissolved Oxygen,%,3.705
Site1,10/21/2013 9:11,294.3826389,11,Temperature,deg C,10.963
Site1,10/21/2013 9:16,294.3861111,13,Chlorophyll a,ug/L,0.475
Site1,10/21/2013 9:16,294.3861111,13,Chlorophyll a,RFUs,0.19
Site1,10/21/2013 9:16,294.3861111,13,Dissolved Oxygen,mg/l,0.2755
Site1,10/21/2013 9:16,294.3861111,13,Dissolved Oxygen,%,2.47
Site1,10/21/2013 9:16,294.3861111,13,Temperature,deg C,9.519
Site1,10/21/2013 9:21,294.3895833,15,Chlorophyll a,ug/L,0.95
Site1,10/21/2013 9:21,294.3895833,15,Chlorophyll a,RFUs,0.285
Site1,10/21/2013 9:21,294.3895833,15,Dissolved Oxygen,mg/l,0.1995
Site1,10/21/2013 9:21,294.3895833,15,Dissolved Oxygen,%,1.805
Site1,10/21/2013 9:21,294.3895833,15,Temperature,deg C,9.215
Site1,10/21/2013 9:26,294.3930556,17,Chlorophyll a,ug/L,1.14
Site1,10/21/2013 9:26,294.3930556,17,Chlorophyll a,RFUs,0.38
Site1,10/21/2013 9:26,294.3930556,17,Dissolved Oxygen,mg/l,0.19
Site1,10/21/2013 9:26,294.3930556,17,Dissolved Oxygen,%,1.71
Site1,10/21/2013 9:26,294.3930556,17,Temperature,deg C,9.025
Site1,10/21/2013 9:31,294.3965278,17,Chlorophyll a,ug/L,0.57
Site1,10/21/2013 9:31,294.3965278,17,Chlorophyll a,RFUs,0.19
Site1,10/21/2013 9:31,294.3965278,17,Dissolved Oxygen,mg/l,0.1615
Site1,10/21/2013 9:31,294.3965278,17,Dissolved Oxygen,%,1.425
Site1,10/21/2013 9:31,294.3965278,17,Temperature,deg C,9.0155
Site1,10/21/2013 9:36,294.4,15,Chlorophyll a,ug/L,0.38
Site1,10/21/2013 9:36,294.4,15,Chlorophyll a,RFUs,0.095
Site1,10/21/2013 9:36,294.4,15,Dissolved Oxygen,mg/l,0.152
Site1,10/21/2013 9:36,294.4,15,Dissolved Oxygen,%,1.33
Site1,10/21/2013 9:36,294.4,15,Temperature,deg C,9.1675
Site1,10/21/2013 9:41,294.4034722,13,Chlorophyll a,ug/L,1.14
Site1,10/21/2013 9:41,294.4034722,13,Chlorophyll a,RFUs,0.38
Site1,10/21/2013 9:41,294.4034722,13,Dissolved Oxygen,mg/l,0.1425
Site1,10/21/2013 9:41,294.4034722,13,Dissolved Oxygen,%,1.33
Site1,10/21/2013 9:41,294.4034722,13,Temperature,deg C,9.4715
Site1,10/21/2013 9:45,294.40625,11,Chlorophyll a,ug/L,0.855
Site1,10/21/2013 9:45,294.40625,11,Chlorophyll a,RFUs,0.285
Site1,10/21/2013 9:45,294.40625,11,Dissolved Oxygen,%,1.33
Site1,10/21/2013 9:45,294.40625,11,Dissolved Oxygen,mg/l,0.1425
Site1,10/21/2013 9:45,294.40625,11,Temperature,deg C,11.02
Site1,10/21/2013 9:52,294.4111111,9,Chlorophyll a,ug/L,1.805
Site1,10/21/2013 9:52,294.4111111,9,Chlorophyll a,RFUs,0.57
Site1,10/21/2013 9:52,294.4111111,9,Dissolved Oxygen,%,77.9
Site1,10/21/2013 9:52,294.4111111,9,Dissolved Oxygen,mg/l,7.5905
Site1,10/21/2013 9:52,294.4111111,9,Temperature,deg C,15.865
Site1,10/21/2013 9:55,294.4131944,7,Chlorophyll a,ug/L,3.325
Site1,10/21/2013 9:55,294.4131944,7,Chlorophyll a,RFUs,1.045
Site2,10/21/2013 9:55,294.4131944,7,Chlorophyll a,ug/L,3.591
Site2,10/21/2013 9:55,294.4131944,7,Chlorophyll a,RFUs,1.1286
Site1,10/21/2013 9:55,294.4131944,7,Dissolved Oxygen,mg/l,8.8065
Site1,10/21/2013 9:55,294.4131944,7,Dissolved Oxygen,%,91.01
Site2,10/21/2013 9:55,294.4131944,7,Dissolved Oxygen,mg/l,9.511
Site2,10/21/2013 9:55,294.4131944,7,Dissolved Oxygen,%,98.2908
Site1,10/21/2013 9:55,294.4131944,7,Temperature,deg C,16.1025
Site2,10/21/2013 9:55,294.4131944,7,Temperature,deg C,17.3907
Site1,10/21/2013 10:00,294.4166667,5,Chlorophyll a,ug/L,2.565
Site1,10/21/2013 10:00,294.4166667,5,Chlorophyll a,ug/L,4.37
Site1,10/21/2013 10:00,294.4166667,5,Chlorophyll a,RFUs,1.33
Site2,10/21/2013 10:00,294.4166667,5,Chlorophyll a,ug/L,2.7702
Site2,10/21/2013 10:00,294.4166667,5,Chlorophyll a,ug/L,4.7196
Site2,10/21/2013 10:00,294.4166667,5,Chlorophyll a,RFUs,1.4364
Site1,10/21/2013 10:00,294.4166667,5,Dissolved Oxygen,%,91.865
Site1,10/21/2013 10:00,294.4166667,5,Dissolved Oxygen,mg/l,8.873
Site2,10/21/2013 10:00,294.4166667,5,Dissolved Oxygen,%,99.2142
Site2,10/21/2013 10:00,294.4166667,5,Dissolved Oxygen,mg/l,9.5828
Site1,10/21/2013 10:00,294.4166667,5,Temperature,deg C,16.1595
Site2,10/21/2013 10:00,294.4166667,5,Temperature,deg C,17.4523
Site1,10/21/2013 10:10,294.4236111,3,Chlorophyll a,ug/L,4.75
Site1,10/21/2013 10:10,294.4236111,3,Chlorophyll a,RFUs,1.425
Site2,10/21/2013 10:10,294.4236111,3,Chlorophyll a,ug/L,5.13
Site2,10/21/2013 10:10,294.4236111,3,Chlorophyll a,RFUs,1.539
Site1,10/21/2013 10:10,294.4236111,3,Dissolved Oxygen,mg/l,8.854
Site1,10/21/2013 10:10,294.4236111,3,Dissolved Oxygen,%,91.77
Site2,10/21/2013 10:10,294.4236111,3,Dissolved Oxygen,mg/l,9.5623
Site2,10/21/2013 10:10,294.4236111,3,Dissolved Oxygen,%,99.1116
Site1,10/21/2013 10:10,294.4236111,3,Temperature,deg C,16.1785
Site2,10/21/2013 10:10,294.4236111,3,Temperature,deg C,17.4728
Site1,10/21/2013 10:15,294.4270833,1,Chlorophyll a,ug/L,2.66
Site1,10/21/2013 10:15,294.4270833,1,Chlorophyll a,RFUs,0.76
Site2,10/21/2013 10:15,294.4270833,1,Chlorophyll a,ug/L,2.8728
Site2,10/21/2013 10:15,294.4270833,1,Chlorophyll a,RFUs,0.8208
Site1,10/21/2013 10:15,294.4270833,1,Dissolved Oxygen,mg/l,8.854
Site1,10/21/2013 10:15,294.4270833,1,Dissolved Oxygen,%,91.675
Site2,10/21/2013 10:15,294.4270833,1,Dissolved Oxygen,mg/l,9.5623
Site2,10/21/2013 10:15,294.4270833,1,Dissolved Oxygen,%,99.009
Site1,10/21/2013 10:15,294.4270833,1,Temperature,deg C,16.2165
Site2,10/21/2013 10:15,294.4270833,1,Temperature,deg C,17.5138
Site1,11/24/2013 10:24,328.4333333,1,Chlorophyll a,RFUs,0.38
Site1,11/24/2013 10:24,328.4333333,1,Chlorophyll a,ug/L,1.235
Site2,11/24/2013 10:24,328.4333333,1,Chlorophyll a,RFUs,0.4104
Site2,11/24/2013 10:24,328.4333333,1,Chlorophyll a,ug/L,1.3338
Site1,11/24/2013 10:24,328.4333333,1,Dissolved Oxygen,mg/l,8.8825
Site1,11/24/2013 10:24,328.4333333,1,Dissolved Oxygen,%,78.565
Site2,11/24/2013 10:24,328.4333333,1,Dissolved Oxygen,mg/l,9.5931
Site2,11/24/2013 10:24,328.4333333,1,Dissolved Oxygen,%,84.8502
Site1,11/24/2013 10:24,328.4333333,1,Temperature,deg C,9.462
Site2,11/24/2013 10:24,328.4333333,1,Temperature,deg C,10.219
Site1,12/9/2013 8:17,343.3451389,1,Chlorophyll a,ug/L,1.33
Site1,12/9/2013 8:17,343.3451389,1,Chlorophyll a,RFUs,0.475
Site2,12/9/2013 8:17,343.3451389,1,Chlorophyll a,ug/L,1.4364
Site2,12/9/2013 8:17,343.3451389,1,Chlorophyll a,RFUs,0.513
Site1,12/9/2013 8:17,343.3451389,1,Dissolved Oxygen,mg/l,10.165
Site1,12/9/2013 8:17,343.3451389,1,Dissolved Oxygen,%,86.83
Site2,12/9/2013 8:17,343.3451389,1,Dissolved Oxygen,mg/l,10.9782
Site2,12/9/2013 8:17,343.3451389,1,Dissolved Oxygen,%,93.7764
Site1,12/9/2013 8:17,343.3451389,1,Temperature,deg C,8.0655
Site2,12/9/2013 8:17,343.3451389,1,Temperature,deg C,8.7107
Site1,12/9/2013 8:22,343.3486111,3,Chlorophyll a,ug/L,2.09
Site1,12/9/2013 8:22,343.3486111,3,Chlorophyll a,RFUs,0.665
Site2,12/9/2013 8:22,343.3486111,3,Chlorophyll a,ug/L,2.2572
Site2,12/9/2013 8:22,343.3486111,3,Chlorophyll a,RFUs,0.7182
Site1,12/9/2013 8:22,343.3486111,3,Dissolved Oxygen,mg/l,9.6805
Site1,12/9/2013 8:22,343.3486111,3,Dissolved Oxygen,%,86.735
Site2,12/9/2013 8:22,343.3486111,3,Dissolved Oxygen,mg/l,10.4549
Site2,12/9/2013 8:22,343.3486111,3,Dissolved Oxygen,%,93.6738
Site1,12/9/2013 8:22,343.3486111,3,Temperature,deg C,8.037
Site2,12/9/2013 8:22,343.3486111,3,Temperature,deg C,8.68
Site1,12/9/2013 8:25,343.3506944,5,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 8:25,343.3506944,5,Chlorophyll a,ug/L,2.09
Site2,12/9/2013 8:25,343.3506944,5,Chlorophyll a,RFUs,0.7182
Site2,12/9/2013 8:25,343.3506944,5,Chlorophyll a,ug/L,2.2572
Site1,12/9/2013 8:25,343.3506944,5,Dissolved Oxygen,%,86.165
Site1,12/9/2013 8:25,343.3506944,5,Dissolved Oxygen,mg/l,10.089
Site2,12/9/2013 8:25,343.3506944,5,Dissolved Oxygen,%,93.0582
Site2,12/9/2013 8:25,343.3506944,5,Dissolved Oxygen,mg/l,10.8961
Site1,12/9/2013 8:25,343.3506944,5,Temperature,deg C,8.056
Site2,12/9/2013 8:25,343.3506944,5,Temperature,deg C,8.7005
Site1,12/9/2013 8:29,343.3534722,7,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 8:29,343.3534722,7,Chlorophyll a,ug/L,2.185
Site2,12/9/2013 8:29,343.3534722,7,Chlorophyll a,RFUs,0.7182
Site2,12/9/2013 8:29,343.3534722,7,Chlorophyll a,ug/L,2.3598
Site1,12/9/2013 8:29,343.3534722,7,Dissolved Oxygen,%,85.975
Site1,12/9/2013 8:29,343.3534722,7,Dissolved Oxygen,mg/l,10.0605
Site2,12/9/2013 8:29,343.3534722,7,Dissolved Oxygen,%,92.853
Site2,12/9/2013 8:29,343.3534722,7,Dissolved Oxygen,mg/l,10.8653
Site1,12/9/2013 8:29,343.3534722,7,Temperature,deg C,8.0655
Site2,12/9/2013 8:29,343.3534722,7,Temperature,deg C,8.7107
Site1,12/9/2013 8:34,343.3569444,9,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 8:34,343.3569444,9,Chlorophyll a,ug/L,2.185
Site2,12/9/2013 8:34,343.3569444,9,Chlorophyll a,RFUs,0.7182
Site2,12/9/2013 8:34,343.3569444,9,Chlorophyll a,ug/L,2.3598
Site1,12/9/2013 8:34,343.3569444,9,Dissolved Oxygen,mg/l,10.032
Site1,12/9/2013 8:34,343.3569444,9,Dissolved Oxygen,%,85.785
Site2,12/9/2013 8:34,343.3569444,9,Dissolved Oxygen,mg/l,10.8346
Site2,12/9/2013 8:34,343.3569444,9,Dissolved Oxygen,%,92.6478
Site1,12/9/2013 8:34,343.3569444,9,Temperature,deg C,8.0655
Site2,12/9/2013 8:34,343.3569444,9,Temperature,deg C,8.7107
Site1,12/9/2013 8:37,343.3590278,11,Chlorophyll a,ug/L,2.09
Site1,12/9/2013 8:37,343.3590278,11,Chlorophyll a,RFUs,0.665
Site2,12/9/2013 8:37,343.3590278,11,Chlorophyll a,ug/L,2.2572
Site2,12/9/2013 8:37,343.3590278,11,Chlorophyll a,RFUs,0.7182
Site1,12/9/2013 8:37,343.3590278,11,Dissolved Oxygen,%,85.595
Site1,12/9/2013 8:37,343.3590278,11,Dissolved Oxygen,mg/l,10.013
Site2,12/9/2013 8:37,343.3590278,11,Dissolved Oxygen,%,92.4426
Site2,12/9/2013 8:37,343.3590278,11,Dissolved Oxygen,mg/l,10.814
Site1,12/9/2013 8:37,343.3590278,11,Temperature,deg C,8.056
Site2,12/9/2013 8:37,343.3590278,11,Temperature,deg C,8.7005
Site1,12/9/2013 8:45,343.3645833,13,Chlorophyll a,ug/L,2.375
Site1,12/9/2013 8:45,343.3645833,13,Chlorophyll a,RFUs,0.665
Site2,12/9/2013 8:45,343.3645833,13,Chlorophyll a,ug/L,2.565
Site2,12/9/2013 8:45,343.3645833,13,Chlorophyll a,RFUs,0.7182
Site1,12/9/2013 8:45,343.3645833,13,Dissolved Oxygen,mg/l,10.0225
Site1,12/9/2013 8:45,343.3645833,13,Dissolved Oxygen,%,85.595
Site2,12/9/2013 8:45,343.3645833,13,Dissolved Oxygen,mg/l,10.8243
Site2,12/9/2013 8:45,343.3645833,13,Dissolved Oxygen,%,92.4426
Site1,12/9/2013 8:45,343.3645833,13,Temperature,deg C,8.056
Site2,12/9/2013 8:45,343.3645833,13,Temperature,deg C,8.7005
Site1,12/9/2013 8:49,343.3673611,15,Chlorophyll a,ug/L,2.09
Site1,12/9/2013 8:49,343.3673611,15,Chlorophyll a,RFUs,0.665
Site2,12/9/2013 8:49,343.3673611,15,Chlorophyll a,ug/L,2.2572
Site2,12/9/2013 8:49,343.3673611,15,Chlorophyll a,RFUs,0.7182
Site1,12/9/2013 8:49,343.3673611,15,Dissolved Oxygen,mg/l,9.994
Site1,12/9/2013 8:49,343.3673611,15,Dissolved Oxygen,%,85.595
Site2,12/9/2013 8:49,343.3673611,15,Dissolved Oxygen,mg/l,10.7935
Site2,12/9/2013 8:49,343.3673611,15,Dissolved Oxygen,%,92.4426
Site1,12/9/2013 8:49,343.3673611,15,Temperature,deg C,8.0845
Site2,12/9/2013 8:49,343.3673611,15,Temperature,deg C,8.7313
Site1,12/9/2013 8:52,343.3694444,17,Chlorophyll a,ug/L,2.47
Site1,12/9/2013 8:52,343.3694444,17,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 8:52,343.3694444,17,Dissolved Oxygen,mg/l,10.032
Site1,12/9/2013 8:52,343.3694444,17,Dissolved Oxygen,%,85.31
Site1,12/9/2013 8:52,343.3694444,17,Temperature,deg C,8.094
Site1,12/9/2013 8:56,343.3722222,19,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 8:56,343.3722222,19,Chlorophyll a,ug/L,2.09
Site1,12/9/2013 8:56,343.3722222,19,Dissolved Oxygen,mg/l,9.9275
Site1,12/9/2013 8:56,343.3722222,19,Dissolved Oxygen,%,84.74
Site1,12/9/2013 8:56,343.3722222,19,Temperature,deg C,8.075
Site1,12/9/2013 9:00,343.375,21,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 9:00,343.375,21,Chlorophyll a,ug/L,2.28
Site1,12/9/2013 9:00,343.375,21,Dissolved Oxygen,mg/l,9.861
Site1,12/9/2013 9:00,343.375,21,Dissolved Oxygen,%,84.265
Site1,12/9/2013 9:00,343.375,21,Temperature,deg C,8.056
Site1,12/9/2013 9:04,343.3777778,23,Chlorophyll a,RFUs,0.475
Site1,12/9/2013 9:04,343.3777778,23,Chlorophyll a,ug/L,1.9
Site1,12/9/2013 9:04,343.3777778,23,Dissolved Oxygen,%,83.885
Site1,12/9/2013 9:04,343.3777778,23,Dissolved Oxygen,mg/l,9.823
Site1,12/9/2013 9:04,343.3777778,23,Temperature,deg C,8.0465
Site1,12/9/2013 9:10,343.3819444,23,Chlorophyll a,ug/L,1.615
Site1,12/9/2013 9:10,343.3819444,23,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 9:10,343.3819444,23,Dissolved Oxygen,mg/l,9.842
Site1,12/9/2013 9:10,343.3819444,23,Dissolved Oxygen,%,84.075
